02, 07-04-2024 23:28:09, GPU temperature     ,GPU usage           ,FB usage            ,VID usage           ,BUS usage           ,Memory usage        ,Core clock          ,Memory clock        ,Power percent       ,Power               ,Temp limit          ,Power limit         ,Voltage limit       ,No load limit       ,CPU1 temperature    ,CPU2 temperature    ,CPU3 temperature    ,CPU4 temperature    ,CPU5 temperature    ,CPU6 temperature    ,CPU7 temperature    ,CPU8 temperature    ,CPU9 temperature    ,CPU10 temperature   ,CPU11 temperature   ,CPU12 temperature   ,CPU temperature     ,CPU1 usage          ,CPU2 usage          ,CPU3 usage          ,CPU4 usage          ,CPU5 usage          ,CPU6 usage          ,CPU7 usage          ,CPU8 usage          ,CPU9 usage          ,CPU10 usage         ,CPU11 usage         ,CPU12 usage         ,CPU usage           ,CPU1 clock          ,CPU2 clock          ,CPU3 clock          ,CPU4 clock          ,CPU5 clock          ,CPU6 clock          ,CPU7 clock          ,CPU8 clock          ,CPU9 clock          ,CPU10 clock         ,CPU11 clock         ,CPU12 clock         ,CPU clock           ,CPU power           ,RAM usage           ,Commit charge       ,Framerate           ,Frametime           ,Framerate Min       ,Framerate Avg       ,Framerate Max       
80, 07-04-2024 23:28:29, 47.000              ,10.000              ,11.000              ,3.000               ,0.000               ,728.457             ,300.000             ,405.000             ,12.000              ,9.708               ,0.000               ,0.000               ,0.000               ,1.000               ,70.000              ,70.000              ,63.000              ,63.000              ,64.000              ,64.000              ,61.000              ,61.000              ,61.000              ,61.000              ,57.000              ,57.000              ,71.000              ,10.682              ,2.220               ,11.510              ,5.945               ,7.778               ,6.486               ,9.127               ,2.447               ,4.315               ,2.767               ,6.341               ,5.323               ,6.245               ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,14.749              ,6571.000            ,12012.000           ,N/A                 ,0.000               ,N/A                 ,N/A                 ,N/A                 
80, 07-04-2024 23:28:30, 47.000              ,8.000               ,11.000              ,5.000               ,0.000               ,728.457             ,300.000             ,405.000             ,12.000              ,9.993               ,0.000               ,0.000               ,0.000               ,1.000               ,75.000              ,75.000              ,66.000              ,66.000              ,70.000              ,70.000              ,66.000              ,66.000              ,64.000              ,64.000              ,60.000              ,60.000              ,75.000              ,12.255              ,6.370               ,14.156              ,5.740               ,9.471               ,5.428               ,9.341               ,3.075               ,8.860               ,3.529               ,7.417               ,6.718               ,7.696               ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,17.862              ,6562.000            ,12011.000           ,N/A                 ,0.000               ,N/A                 ,N/A                 ,N/A                 
80, 07-04-2024 23:28:31, 47.000              ,10.000              ,13.000              ,12.000              ,0.000               ,728.457             ,300.000             ,405.000             ,12.000              ,9.963               ,0.000               ,0.000               ,0.000               ,1.000               ,74.000              ,74.000              ,66.000              ,66.000              ,69.000              ,69.000              ,65.000              ,65.000              ,62.000              ,63.000              ,60.000              ,60.000              ,75.000              ,13.504              ,2.472               ,13.714              ,10.682              ,11.600              ,4.341               ,8.994               ,2.165               ,5.170               ,3.633               ,6.937               ,6.247               ,7.455               ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,18.628              ,6563.000            ,12010.000           ,N/A                 ,0.000               ,N/A                 ,N/A                 ,N/A                 
80, 07-04-2024 23:28:32, 47.000              ,8.000               ,11.000              ,6.000               ,0.000               ,728.457             ,300.000             ,405.000             ,12.000              ,9.741               ,0.000               ,0.000               ,0.000               ,1.000               ,65.000              ,65.000              ,61.000              ,61.000              ,65.000              ,65.000              ,61.000              ,61.000              ,59.000              ,59.000              ,59.000              ,59.000              ,65.000              ,11.388              ,4.486               ,12.465              ,8.959               ,8.161               ,7.402               ,7.873               ,5.966               ,8.009               ,3.924               ,12.483              ,5.602               ,8.060               ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,17.636              ,6558.000            ,12007.000           ,N/A                 ,0.000               ,N/A                 ,N/A                 ,N/A                 
80, 07-04-2024 23:28:33, 47.000              ,4.000               ,9.000               ,0.000               ,0.000               ,728.457             ,300.000             ,405.000             ,12.000              ,9.666               ,0.000               ,0.000               ,0.000               ,1.000               ,67.000              ,67.000              ,60.000              ,60.000              ,72.000              ,72.000              ,62.000              ,62.000              ,59.000              ,59.000              ,56.000              ,56.000              ,71.000              ,13.771              ,2.418               ,8.724               ,5.725               ,6.374               ,6.381               ,6.165               ,1.264               ,2.473               ,3.335               ,4.817               ,4.834               ,5.523               ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,13.489              ,6563.000            ,12006.000           ,N/A                 ,0.000               ,N/A                 ,N/A                 ,N/A                 
80, 07-04-2024 23:28:34, 47.000              ,4.000               ,9.000               ,0.000               ,0.000               ,728.457             ,300.000             ,405.000             ,12.000              ,9.697               ,0.000               ,0.000               ,0.000               ,1.000               ,65.000              ,65.000              ,60.000              ,60.000              ,70.000              ,72.000              ,62.000              ,62.000              ,59.000              ,59.000              ,56.000              ,56.000              ,72.000              ,11.274              ,2.462               ,12.394              ,5.187               ,10.299              ,5.303               ,9.733               ,4.521               ,4.195               ,5.443               ,8.928               ,5.553               ,7.108               ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,15.995              ,6566.000            ,12007.000           ,N/A                 ,0.000               ,N/A                 ,N/A                 ,N/A                 
80, 07-04-2024 23:28:35, 47.000              ,5.000               ,10.000              ,1.000               ,0.000               ,728.457             ,300.000             ,405.000             ,12.000              ,9.708               ,0.000               ,0.000               ,0.000               ,1.000               ,71.000              ,71.000              ,68.000              ,68.000              ,71.000              ,71.000              ,66.000              ,66.000              ,64.000              ,64.000              ,60.000              ,60.000              ,72.000              ,11.505              ,2.866               ,14.989              ,5.947               ,9.091               ,6.611               ,7.519               ,2.834               ,5.829               ,5.025               ,6.255               ,10.018              ,7.374               ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,15.163              ,6565.000            ,12005.000           ,N/A                 ,0.000               ,N/A                 ,N/A                 ,N/A                 
80, 07-04-2024 23:28:36, 46.000              ,7.000               ,11.000              ,5.000               ,0.000               ,728.457             ,300.000             ,405.000             ,12.000              ,9.845               ,0.000               ,0.000               ,0.000               ,1.000               ,63.000              ,63.000              ,60.000              ,60.000              ,62.000              ,62.000              ,59.000              ,59.000              ,59.000              ,59.000              ,59.000              ,59.000              ,63.000              ,11.348              ,6.302               ,16.439              ,6.743               ,8.112               ,5.728               ,6.807               ,3.481               ,8.499               ,3.403               ,6.626               ,5.852               ,7.445               ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,18.575              ,6565.000            ,12005.000           ,N/A                 ,0.000               ,N/A                 ,N/A                 ,N/A                 
80, 07-04-2024 23:28:37, 46.000              ,5.000               ,9.000               ,0.000               ,0.000               ,728.457             ,300.000             ,405.000             ,12.000              ,9.764               ,0.000               ,0.000               ,0.000               ,1.000               ,69.000              ,69.000              ,64.000              ,64.000              ,68.000              ,68.000              ,65.000              ,65.000              ,62.000              ,62.000              ,62.000              ,62.000              ,70.000              ,10.988              ,1.587               ,12.409              ,4.864               ,8.461               ,5.147               ,8.842               ,2.416               ,5.797               ,3.025               ,11.842              ,5.849               ,6.769               ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,4087.396            ,16.733              ,6565.000            ,12006.000           ,N/A                 ,0.000               ,N/A                 ,N/A                 ,N/A                 
80, 07-04-2024 23:28:38, 46.000              ,4.000               ,9.000               ,0.000               ,0.000               ,728.457             ,300.000             ,405.000             ,12.000              ,9.768               ,0.000               ,0.000               ,0.000               ,1.000               ,65.000              ,65.000              ,60.000              ,60.000              ,65.000              ,65.000              ,61.000              ,61.000              ,59.000              ,59.000              ,60.000              ,59.000              ,65.000              ,13.331              ,7.866               ,13.068              ,5.654               ,11.565              ,5.457               ,8.592               ,4.120               ,5.648               ,3.777               ,12.780              ,7.310               ,8.264               ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,3987.703            ,18.844              ,6565.000            ,12009.000           ,N/A                 ,0.000               ,N/A                 ,N/A                 ,N/A                 
