Number, Time, GPU1 temperature    ,GPU1 usage          ,GPU2 usage          ,GPU1 FB usage       ,GPU1 VID usage      ,GPU2 VID usage      ,GPU1 BUS usage      ,GPU1 memory usage   ,GPU2 memory usage   ,GPU1 core clock     ,GPU1 memory clock   ,GPU1 power          ,GPU1 temp limit     ,GPU1 power limit    ,GPU1 voltage limit  ,GPU1 no load limit  ,CPU1 temperature    ,CPU2 temperature    ,CPU3 temperature    ,CPU4 temperature    ,CPU5 temperature    ,CPU6 temperature    ,CPU7 temperature    ,CPU8 temperature    ,CPU temperature     ,CPU1 usage          ,CPU2 usage          ,CPU3 usage          ,CPU4 usage          ,CPU5 usage          ,CPU6 usage          ,CPU7 usage          ,CPU8 usage          ,CPU usage           ,CPU1 clock          ,CPU2 clock          ,CPU3 clock          ,CPU4 clock          ,CPU5 clock          ,CPU6 clock          ,CPU7 clock          ,CPU8 clock          ,CPU clock           ,CPU power           ,RAM usage           ,Commit charge       ,Framerate           
80, 25-04-2024 10:18:08, 52.000              ,6.000               ,0.000               ,3.000               ,0.000               ,0.000               ,0.000               ,957.539             ,1.664               ,450.000             ,810.000             ,18.250              ,0.000               ,0.000               ,0.000               ,1.000               ,90.000              ,90.000              ,81.000              ,81.000              ,89.000              ,88.000              ,85.000              ,85.000              ,93.000              ,29.422              ,24.675              ,36.595              ,25.202              ,32.519              ,28.525              ,28.936              ,46.431              ,31.538              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,31.775              ,5740.000            ,10566.000           ,0.700               
80, 25-04-2024 10:18:08, 52.000              ,6.000               ,0.000               ,3.000               ,0.000               ,0.000               ,0.000               ,957.539             ,1.664               ,420.000             ,810.000             ,18.225              ,0.000               ,0.000               ,0.000               ,1.000               ,75.000              ,75.000              ,74.000              ,74.000              ,81.000              ,81.000              ,86.000              ,86.000              ,86.000              ,13.853              ,16.358              ,12.121              ,23.908              ,24.480              ,19.446              ,14.319              ,54.895              ,22.423              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,26.875              ,5761.000            ,10581.000           ,0.700               
80, 25-04-2024 10:18:09, 52.000              ,20.000              ,0.000               ,15.000              ,0.000               ,0.000               ,0.000               ,957.539             ,1.664               ,375.000             ,810.000             ,15.381              ,0.000               ,0.000               ,0.000               ,1.000               ,76.000              ,76.000              ,73.000              ,73.000              ,84.000              ,85.000              ,93.000              ,93.000              ,93.000              ,31.725              ,23.019              ,28.799              ,17.615              ,31.664              ,23.544              ,32.899              ,56.708              ,30.746              ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,31.059              ,5748.000            ,10572.000           ,0.000               
80, 25-04-2024 10:18:10, 51.000              ,30.000              ,0.000               ,24.000              ,0.000               ,0.000               ,0.000               ,957.539             ,1.664               ,375.000             ,405.000             ,14.664              ,0.000               ,0.000               ,0.000               ,1.000               ,79.000              ,81.000              ,71.000              ,71.000              ,69.000              ,69.000              ,88.000              ,88.000              ,88.000              ,22.517              ,13.246              ,19.391              ,15.233              ,17.225              ,12.773              ,18.872              ,66.135              ,23.174              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,28.554              ,5737.000            ,10550.000           ,0.000               
80, 25-04-2024 10:18:11, 51.000              ,31.000              ,0.000               ,25.000              ,0.000               ,0.000               ,0.000               ,957.539             ,1.664               ,630.000             ,810.000             ,13.952              ,0.000               ,0.000               ,0.000               ,1.000               ,62.000              ,62.000              ,72.000              ,72.000              ,61.000              ,61.000              ,61.000              ,61.000              ,73.000              ,13.567              ,5.620               ,7.516               ,23.963              ,7.681               ,6.428               ,11.109              ,12.448              ,11.042              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,16.704              ,5737.000            ,10554.000           ,0.000               
80, 25-04-2024 10:18:12, 51.000              ,31.000              ,0.000               ,26.000              ,0.000               ,0.000               ,0.000               ,957.539             ,1.664               ,435.000             ,405.000             ,13.057              ,0.000               ,0.000               ,0.000               ,1.000               ,64.000              ,64.000              ,64.000              ,64.000              ,62.000              ,62.000              ,70.000              ,70.000              ,70.000              ,9.866               ,5.003               ,8.717               ,9.103               ,10.262              ,6.757               ,5.496               ,27.279              ,10.310              ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,18.327              ,5738.000            ,10554.000           ,0.000               
80, 25-04-2024 10:18:13, 51.000              ,30.000              ,0.000               ,26.000              ,0.000               ,0.000               ,0.000               ,957.539             ,1.664               ,795.000             ,810.000             ,12.928              ,0.000               ,0.000               ,0.000               ,1.000               ,73.000              ,73.000              ,70.000              ,70.000              ,91.000              ,91.000              ,75.000              ,75.000              ,91.000              ,17.698              ,7.081               ,14.344              ,10.976              ,23.278              ,9.298               ,11.105              ,16.079              ,13.732              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,21.102              ,5738.000            ,10553.000           ,0.100               
80, 25-04-2024 10:18:14, 52.000              ,30.000              ,0.000               ,26.000              ,0.000               ,0.000               ,0.000               ,995.867             ,1.664               ,960.000             ,5500.990            ,23.697              ,0.000               ,0.000               ,0.000               ,1.000               ,79.000              ,79.000              ,77.000              ,77.000              ,88.000              ,88.000              ,93.000              ,93.000              ,93.000              ,43.632              ,42.916              ,45.002              ,54.661              ,43.153              ,34.831              ,53.882              ,54.176              ,46.532              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,33.432              ,5806.000            ,10686.000           ,0.100               
80, 25-04-2024 10:18:15, 53.000              ,22.000              ,0.000               ,14.000              ,0.000               ,0.000               ,0.000               ,957.539             ,1.664               ,960.000             ,5500.990            ,24.061              ,0.000               ,0.000               ,0.000               ,1.000               ,80.000              ,80.000              ,77.000              ,77.000              ,95.000              ,95.000              ,77.000              ,77.000              ,95.000              ,30.826              ,20.022              ,23.208              ,26.092              ,19.687              ,31.969              ,28.027              ,29.696              ,26.191              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,30.208              ,5774.000            ,10609.000           ,0.000               
80, 25-04-2024 10:18:16, 53.000              ,8.000               ,0.000               ,4.000               ,0.000               ,0.000               ,0.000               ,962.039             ,1.664               ,960.000             ,5500.990            ,24.027              ,0.000               ,0.000               ,0.000               ,1.000               ,67.000              ,67.000              ,67.000              ,67.000              ,64.000              ,64.000              ,71.000              ,71.000              ,71.000              ,21.815              ,17.571              ,22.680              ,19.081              ,16.838              ,39.242              ,20.594              ,26.145              ,22.996              ,3694.092            ,3694.092            ,3694.092            ,3694.092            ,3694.092            ,3793.932            ,3793.932            ,3793.932            ,3793.932            ,21.326              ,5786.000            ,10682.000           ,0.300               
80, 25-04-2024 10:18:17, 52.000              ,9.000               ,0.000               ,4.000               ,0.000               ,0.000               ,0.000               ,959.789             ,1.664               ,375.000             ,810.000             ,12.824              ,0.000               ,0.000               ,0.000               ,1.000               ,66.000              ,66.000              ,66.000              ,66.000              ,61.000              ,60.000              ,61.000              ,61.000              ,68.000              ,6.925               ,2.298               ,4.116               ,13.436              ,7.894               ,3.703               ,8.324               ,7.676               ,6.797               ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4193.293            ,4193.293            ,4293.134            ,12.628              ,5791.000            ,10683.000           ,0.300               
80, 25-04-2024 10:18:18, 51.000              ,26.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,959.789             ,1.664               ,375.000             ,810.000             ,13.533              ,0.000               ,0.000               ,0.000               ,1.000               ,59.000              ,59.000              ,62.000              ,62.000              ,58.000              ,58.000              ,68.000              ,68.000              ,68.000              ,5.720               ,1.116               ,3.854               ,2.580               ,3.760               ,2.317               ,2.214               ,6.644               ,3.526               ,4193.293            ,4193.293            ,4193.293            ,4293.134            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4293.134            ,10.115              ,5789.000            ,10682.000           ,0.000               
80, 25-04-2024 10:18:19, 51.000              ,27.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,959.789             ,1.664               ,375.000             ,810.000             ,13.194              ,0.000               ,0.000               ,0.000               ,1.000               ,59.000              ,59.000              ,60.000              ,60.000              ,70.000              ,70.000              ,58.000              ,58.000              ,70.000              ,7.004               ,1.895               ,3.620               ,9.302               ,3.856               ,3.041               ,2.666               ,6.961               ,4.793               ,4193.293            ,4193.293            ,4193.293            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,9.868               ,5774.000            ,10667.000           ,0.000               
80, 25-04-2024 10:18:20, 51.000              ,27.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,959.789             ,1.664               ,525.000             ,405.000             ,13.537              ,0.000               ,0.000               ,0.000               ,1.000               ,69.000              ,69.000              ,84.000              ,84.000              ,62.000              ,62.000              ,68.000              ,68.000              ,84.000              ,7.365               ,3.916               ,20.157              ,12.158              ,4.694               ,3.158               ,3.499               ,8.130               ,7.885               ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,13.451              ,5753.000            ,10639.000           ,0.000               
80, 25-04-2024 10:18:21, 52.000              ,41.000              ,0.000               ,29.000              ,0.000               ,0.000               ,0.000               ,959.789             ,1.664               ,930.000             ,5500.990            ,24.032              ,0.000               ,0.000               ,0.000               ,1.000               ,61.000              ,61.000              ,71.000              ,71.000              ,59.000              ,59.000              ,60.000              ,60.000              ,73.000              ,10.351              ,5.860               ,6.974               ,10.231              ,7.654               ,3.061               ,7.707               ,7.588               ,7.428               ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,12.324              ,5764.000            ,10642.000           ,0.000               
80, 25-04-2024 10:18:22, 52.000              ,7.000               ,0.000               ,3.000               ,0.000               ,0.000               ,0.000               ,959.789             ,1.664               ,375.000             ,5000.980            ,23.355              ,0.000               ,0.000               ,0.000               ,1.000               ,60.000              ,60.000              ,62.000              ,62.000              ,59.000              ,59.000              ,68.000              ,68.000              ,68.000              ,4.931               ,1.646               ,2.624               ,3.016               ,2.452               ,1.749               ,2.391               ,8.043               ,3.357               ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,7.251               ,5763.000            ,10642.000           ,0.000               
80, 25-04-2024 10:18:23, 51.000              ,11.000              ,0.000               ,5.000               ,0.000               ,0.000               ,0.000               ,959.789             ,1.664               ,375.000             ,810.000             ,12.668              ,0.000               ,0.000               ,0.000               ,1.000               ,61.000              ,61.000              ,62.000              ,62.000              ,60.000              ,60.000              ,70.000              ,70.000              ,70.000              ,10.439              ,3.742               ,20.782              ,15.389              ,11.132              ,5.032               ,8.178               ,9.434               ,10.516              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,15.600              ,5762.000            ,10641.000           ,0.000               
80, 25-04-2024 10:18:24, 51.000              ,32.000              ,0.000               ,25.000              ,0.000               ,0.000               ,1.000               ,959.789             ,1.664               ,375.000             ,810.000             ,14.294              ,0.000               ,0.000               ,0.000               ,1.000               ,71.000              ,71.000              ,63.000              ,63.000              ,59.000              ,59.000              ,62.000              ,62.000              ,71.000              ,9.591               ,1.485               ,15.507              ,3.156               ,5.611               ,2.143               ,4.123               ,7.326               ,6.118               ,4293.134            ,4293.134            ,4293.134            ,4193.293            ,4193.293            ,4293.134            ,4293.134            ,4193.293            ,4293.134            ,11.956              ,5759.000            ,10638.000           ,0.000               
80, 25-04-2024 10:18:25, 51.000              ,32.000              ,0.000               ,24.000              ,0.000               ,0.000               ,1.000               ,959.789             ,1.664               ,375.000             ,810.000             ,13.470              ,0.000               ,0.000               ,0.000               ,1.000               ,59.000              ,59.000              ,61.000              ,61.000              ,58.000              ,58.000              ,68.000              ,68.000              ,68.000              ,5.935               ,0.779               ,2.934               ,11.396              ,6.706               ,1.885               ,2.428               ,6.214               ,4.785               ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,11.414              ,5761.000            ,10640.000           ,0.000               
80, 25-04-2024 10:18:26, 51.000              ,28.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,959.789             ,1.664               ,615.000             ,405.000             ,12.601              ,0.000               ,0.000               ,0.000               ,1.000               ,59.000              ,59.000              ,60.000              ,60.000              ,58.000              ,58.000              ,68.000              ,68.000              ,68.000              ,6.459               ,1.337               ,3.843               ,7.429               ,3.580               ,2.549               ,2.836               ,8.105               ,4.517               ,4293.134            ,4293.134            ,4193.293            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,11.398              ,5762.000            ,10640.000           ,0.000               
80, 25-04-2024 10:18:27, 52.000              ,40.000              ,0.000               ,27.000              ,0.000               ,0.000               ,0.000               ,959.789             ,1.664               ,975.000             ,5500.990            ,24.903              ,0.000               ,0.000               ,0.000               ,1.000               ,71.000              ,71.000              ,64.000              ,64.000              ,60.000              ,60.000              ,60.000              ,60.000              ,72.000              ,8.271               ,1.512               ,14.345              ,2.066               ,9.459               ,1.986               ,2.880               ,6.759               ,5.910               ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,10.460              ,5763.000            ,10639.000           ,0.000               
80, 25-04-2024 10:18:28, 52.000              ,9.000               ,0.000               ,3.000               ,0.000               ,0.000               ,1.000               ,959.789             ,1.664               ,405.000             ,810.000             ,18.759              ,0.000               ,0.000               ,0.000               ,1.000               ,60.000              ,60.000              ,62.000              ,62.000              ,59.000              ,59.000              ,68.000              ,68.000              ,68.000              ,11.453              ,4.243               ,13.249              ,10.296              ,8.243               ,5.591               ,4.758               ,11.996              ,8.729               ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,12.069              ,5762.000            ,10640.000           ,0.000               
80, 25-04-2024 10:18:29, 51.000              ,17.000              ,0.000               ,9.000               ,0.000               ,0.000               ,1.000               ,957.664             ,1.664               ,495.000             ,810.000             ,14.430              ,0.000               ,0.000               ,0.000               ,1.000               ,70.000              ,70.000              ,68.000              ,68.000              ,67.000              ,67.000              ,74.000              ,74.000              ,74.000              ,12.895              ,5.672               ,8.228               ,6.338               ,8.087               ,8.560               ,7.473               ,14.984              ,9.030               ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,14.936              ,5752.000            ,10559.000           ,0.100               
80, 25-04-2024 10:18:30, 51.000              ,32.000              ,0.000               ,27.000              ,0.000               ,0.000               ,0.000               ,957.664             ,1.664               ,495.000             ,810.000             ,14.301              ,0.000               ,0.000               ,0.000               ,1.000               ,62.000              ,62.000              ,65.000              ,65.000              ,68.000              ,68.000              ,61.000              ,61.000              ,68.000              ,16.752              ,6.217               ,10.243              ,16.807              ,16.488              ,7.617               ,8.039               ,16.849              ,12.377              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,17.189              ,5748.000            ,10562.000           ,0.100               
80, 25-04-2024 10:18:31, 51.000              ,27.000              ,0.000               ,24.000              ,0.000               ,0.000               ,0.000               ,957.664             ,1.664               ,375.000             ,810.000             ,14.380              ,0.000               ,0.000               ,0.000               ,1.000               ,61.000              ,61.000              ,71.000              ,71.000              ,60.000              ,60.000              ,60.000              ,60.000              ,71.000              ,8.119               ,3.281               ,4.740               ,5.555               ,4.787               ,4.413               ,3.479               ,9.429               ,5.475               ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,10.866              ,5756.000            ,10564.000           ,0.000               
80, 25-04-2024 10:18:32, 51.000              ,29.000              ,0.000               ,24.000              ,0.000               ,0.000               ,0.000               ,957.539             ,1.664               ,540.000             ,405.000             ,13.376              ,0.000               ,0.000               ,0.000               ,1.000               ,71.000              ,71.000              ,62.000              ,62.000              ,59.000              ,59.000              ,60.000              ,60.000              ,71.000              ,11.182              ,1.807               ,5.561               ,14.563              ,6.528               ,5.544               ,3.624               ,9.962               ,7.346               ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,13.797              ,5756.000            ,10559.000           ,0.000               
80, 25-04-2024 10:18:33, 52.000              ,43.000              ,0.000               ,28.000              ,0.000               ,0.000               ,0.000               ,957.539             ,1.664               ,945.000             ,5500.990            ,24.006              ,0.000               ,0.000               ,0.000               ,1.000               ,65.000              ,65.000              ,66.000              ,66.000              ,72.000              ,72.000              ,63.000              ,63.000              ,72.000              ,12.073              ,3.442               ,6.528               ,4.413               ,5.025               ,4.469               ,4.124               ,16.203              ,7.035               ,4193.292            ,4293.132            ,4193.292            ,4193.292            ,4193.292            ,4293.132            ,4193.292            ,4193.292            ,4293.132            ,12.185              ,5756.000            ,10560.000           ,0.000               
80, 25-04-2024 10:18:35, 52.000              ,13.000              ,0.000               ,6.000               ,0.000               ,0.000               ,0.000               ,956.852             ,1.664               ,375.000             ,810.000             ,17.081              ,0.000               ,0.000               ,0.000               ,1.000               ,80.000              ,82.000              ,76.000              ,76.000              ,73.000              ,73.000              ,80.000              ,80.000              ,82.000              ,14.797              ,7.659               ,13.380              ,14.313              ,11.530              ,6.019               ,24.244              ,26.107              ,14.756              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4293.134            ,4193.293            ,4293.134            ,4293.134            ,20.584              ,5749.000            ,10561.000           ,0.000               
80, 25-04-2024 10:18:35, 51.000              ,13.000              ,0.000               ,6.000               ,0.000               ,0.000               ,0.000               ,956.852             ,1.664               ,375.000             ,810.000             ,12.509              ,0.000               ,0.000               ,0.000               ,1.000               ,62.000              ,62.000              ,65.000              ,65.000              ,60.000              ,60.000              ,70.000              ,70.000              ,70.000              ,11.059              ,4.773               ,7.644               ,9.632               ,9.312               ,5.620               ,8.544               ,11.750              ,8.542               ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,13.044              ,5756.000            ,10558.000           ,0.000               
80, 25-04-2024 10:18:36, 51.000              ,28.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,969.336             ,1.664               ,375.000             ,810.000             ,12.393              ,0.000               ,0.000               ,0.000               ,1.000               ,94.000              ,94.000              ,92.000              ,92.000              ,92.000              ,94.000              ,86.000              ,86.000              ,95.000              ,27.881              ,12.199              ,20.241              ,21.737              ,22.319              ,13.996              ,17.013              ,11.926              ,18.414              ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,4293.134            ,22.025              ,5799.000            ,10619.000           ,0.100               
80, 25-04-2024 10:18:37, 52.000              ,32.000              ,0.000               ,25.000              ,0.000               ,0.000               ,0.000               ,978.977             ,1.664               ,960.000             ,5500.990            ,24.548              ,0.000               ,0.000               ,0.000               ,1.000               ,67.000              ,67.000              ,65.000              ,65.000              ,61.000              ,61.000              ,65.000              ,65.000              ,69.000              ,13.310              ,16.618              ,18.712              ,8.153               ,19.180              ,8.992               ,10.755              ,13.200              ,13.615              ,3694.092            ,3694.092            ,3694.092            ,3694.092            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,16.281              ,5814.000            ,10691.000           ,0.100               
80, 25-04-2024 10:18:38, 52.000              ,9.000               ,0.000               ,4.000               ,0.000               ,0.000               ,0.000               ,956.664             ,1.664               ,960.000             ,5500.990            ,24.808              ,0.000               ,0.000               ,0.000               ,1.000               ,74.000              ,74.000              ,64.000              ,64.000              ,63.000              ,63.000              ,62.000              ,62.000              ,75.000              ,23.969              ,17.138              ,24.191              ,20.661              ,25.916              ,17.613              ,20.321              ,23.244              ,21.632              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,23.465              ,5789.000            ,10674.000           ,0.500               
80, 25-04-2024 10:18:39, 52.000              ,9.000               ,0.000               ,4.000               ,0.000               ,0.000               ,0.000               ,956.664             ,1.664               ,960.000             ,5500.990            ,23.811              ,0.000               ,0.000               ,0.000               ,1.000               ,70.000              ,70.000              ,62.000              ,62.000              ,60.000              ,60.000              ,60.000              ,60.000              ,71.000              ,10.802              ,2.555               ,6.831               ,8.622               ,9.263               ,4.316               ,4.264               ,7.781               ,6.804               ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,10.589              ,5777.000            ,10664.000           ,0.500               
80, 25-04-2024 10:18:40, 51.000              ,9.000               ,0.000               ,4.000               ,0.000               ,0.000               ,0.000               ,956.664             ,1.664               ,375.000             ,810.000             ,14.487              ,0.000               ,0.000               ,0.000               ,1.000               ,70.000              ,70.000              ,86.000              ,86.000              ,65.000              ,65.000              ,70.000              ,70.000              ,86.000              ,7.742               ,3.137               ,15.718              ,9.560               ,5.967               ,2.921               ,5.430               ,7.675               ,7.269               ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,13.525              ,5772.000            ,10662.000           ,0.000               
80, 25-04-2024 10:18:41, 51.000              ,27.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,956.789             ,1.664               ,375.000             ,810.000             ,12.913              ,0.000               ,0.000               ,0.000               ,1.000               ,96.000              ,96.000              ,83.000              ,83.000              ,84.000              ,84.000              ,80.000              ,80.000              ,97.000              ,27.218              ,24.852              ,28.733              ,19.595              ,24.000              ,17.017              ,31.728              ,23.319              ,24.558              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,30.225              ,5775.000            ,10692.000           ,0.000               
80, 25-04-2024 10:18:42, 51.000              ,30.000              ,0.000               ,24.000              ,0.000               ,0.000               ,1.000               ,956.789             ,1.664               ,435.000             ,810.000             ,12.577              ,0.000               ,0.000               ,0.000               ,1.000               ,80.000              ,80.000              ,85.000              ,85.000              ,83.000              ,83.000              ,80.000              ,80.000              ,84.000              ,17.525              ,14.401              ,29.402              ,31.351              ,26.491              ,17.278              ,25.622              ,35.170              ,24.655              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,30.421              ,5785.000            ,10705.000           ,0.000               
80, 25-04-2024 10:18:43, 51.000              ,35.000              ,0.000               ,26.000              ,0.000               ,0.000               ,2.000               ,956.789             ,1.664               ,435.000             ,810.000             ,12.761              ,0.000               ,0.000               ,0.000               ,1.000               ,81.000              ,81.000              ,70.000              ,70.000              ,76.000              ,76.000              ,82.000              ,82.000              ,82.000              ,10.832              ,8.997               ,6.669               ,24.829              ,15.730              ,9.986               ,18.138              ,31.048              ,15.779              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,24.438              ,5823.000            ,10726.000           ,0.000               
80, 25-04-2024 10:18:44, 51.000              ,31.000              ,0.000               ,25.000              ,0.000               ,0.000               ,0.000               ,956.789             ,1.664               ,750.000             ,810.000             ,13.398              ,0.000               ,0.000               ,0.000               ,1.000               ,76.000              ,76.000              ,93.000              ,93.000              ,80.000              ,80.000              ,88.000              ,88.000              ,94.000              ,29.771              ,27.773              ,24.702              ,56.506              ,34.542              ,24.763              ,60.670              ,60.957              ,39.960              ,3694.092            ,3594.251            ,3594.251            ,3594.251            ,3594.251            ,3793.932            ,3793.932            ,3893.772            ,3893.772            ,35.154              ,5795.000            ,10711.000           ,0.000               
80, 25-04-2024 10:18:45, 51.000              ,30.000              ,0.000               ,25.000              ,0.000               ,0.000               ,0.000               ,956.789             ,1.664               ,750.000             ,810.000             ,14.263              ,0.000               ,0.000               ,0.000               ,1.000               ,74.000              ,74.000              ,86.000              ,86.000              ,77.000              ,77.000              ,79.000              ,79.000              ,86.000              ,13.159              ,6.973               ,19.185              ,63.030              ,10.805              ,6.211               ,8.175               ,14.934              ,17.809              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,26.314              ,5833.000            ,10729.000           ,0.000               
80, 25-04-2024 10:18:46, 52.000              ,29.000              ,0.000               ,25.000              ,0.000               ,0.000               ,0.000               ,956.789             ,1.664               ,855.000             ,5000.980            ,24.001              ,0.000               ,0.000               ,0.000               ,1.000               ,73.000              ,73.000              ,92.000              ,92.000              ,78.000              ,78.000              ,73.000              ,73.000              ,86.000              ,8.730               ,4.272               ,12.489              ,66.989              ,12.673              ,4.889               ,15.898              ,7.471               ,16.676              ,4293.134            ,4193.293            ,4193.293            ,4293.134            ,4193.293            ,4193.293            ,4293.134            ,4293.134            ,4293.134            ,23.544              ,5793.000            ,10713.000           ,0.000               
80, 25-04-2024 10:18:47, 53.000              ,14.000              ,0.000               ,4.000               ,0.000               ,0.000               ,0.000               ,962.289             ,1.664               ,855.000             ,5000.980            ,24.010              ,0.000               ,0.000               ,0.000               ,1.000               ,84.000              ,84.000              ,82.000              ,82.000              ,91.000              ,91.000              ,94.000              ,94.000              ,94.000              ,24.662              ,21.001              ,39.657              ,34.696              ,35.038              ,23.853              ,40.081              ,36.796              ,31.973              ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,4193.293            ,31.869              ,5839.000            ,10811.000           ,0.000               
80, 25-04-2024 10:18:48, 52.000              ,11.000              ,0.000               ,4.000               ,0.000               ,0.000               ,1.000               ,962.289             ,1.664               ,375.000             ,810.000             ,15.585              ,0.000               ,0.000               ,0.000               ,1.000               ,81.000              ,81.000              ,77.000              ,77.000              ,83.000              ,83.000              ,80.000              ,80.000              ,83.000              ,42.326              ,20.290              ,34.403              ,15.782              ,19.187              ,25.833              ,21.422              ,34.387              ,26.704              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4093.451            ,4093.451            ,4193.292            ,30.390              ,5855.000            ,10885.000           ,0.000               
80, 25-04-2024 10:18:49, 52.000              ,32.000              ,0.000               ,25.000              ,0.000               ,0.000               ,0.000               ,962.289             ,1.664               ,375.000             ,810.000             ,15.302              ,0.000               ,0.000               ,0.000               ,1.000               ,86.000              ,86.000              ,80.000              ,82.000              ,75.000              ,75.000              ,72.000              ,72.000              ,86.000              ,43.488              ,10.933              ,13.041              ,10.204              ,12.712              ,34.220              ,13.105              ,14.573              ,19.034              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,24.972              ,5871.000            ,10900.000           ,0.000               
