Number, Time, GPU1 temperature    ,GPU1 usage          ,GPU2 usage          ,GPU1 FB usage       ,GPU1 VID usage      ,GPU2 VID usage      ,GPU1 BUS usage      ,GPU1 memory usage   ,GPU2 memory usage   ,GPU1 core clock     ,GPU1 memory clock   ,GPU1 power          ,GPU1 temp limit     ,GPU1 power limit    ,GPU1 voltage limit  ,GPU1 no load limit  ,CPU1 temperature    ,CPU2 temperature    ,CPU3 temperature    ,CPU4 temperature    ,CPU5 temperature    ,CPU6 temperature    ,CPU7 temperature    ,CPU8 temperature    ,CPU temperature     ,CPU1 usage          ,CPU2 usage          ,CPU3 usage          ,CPU4 usage          ,CPU5 usage          ,CPU6 usage          ,CPU7 usage          ,CPU8 usage          ,CPU usage           ,CPU1 clock          ,CPU2 clock          ,CPU3 clock          ,CPU4 clock          ,CPU5 clock          ,CPU6 clock          ,CPU7 clock          ,CPU8 clock          ,CPU clock           ,CPU power           ,RAM usage           ,Commit charge       ,Framerate           
80, 24-04-2024 23:41:06, 52.000              ,28.000              ,0.000               ,26.000              ,0.000               ,0.000               ,0.000               ,1588.352            ,16.008              ,825.000             ,810.000             ,13.423              ,0.000               ,0.000               ,0.000               ,1.000               ,79.000              ,79.000              ,73.000              ,73.000              ,71.000              ,71.000              ,74.000              ,74.000              ,79.000              ,22.609              ,10.243              ,15.973              ,8.451               ,8.895               ,21.193              ,27.900              ,21.488              ,17.094              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4293.132            ,4293.132            ,4293.132            ,25.008              ,8316.000            ,15212.000           ,N/A                 
80, 24-04-2024 23:41:07, 53.000              ,23.000              ,0.000               ,11.000              ,0.000               ,0.000               ,0.000               ,1590.398            ,16.008              ,960.000             ,5500.990            ,24.424              ,0.000               ,0.000               ,0.000               ,1.000               ,73.000              ,73.000              ,74.000              ,74.000              ,71.000              ,71.000              ,78.000              ,78.000              ,78.000              ,22.356              ,8.387               ,33.935              ,10.065              ,12.813              ,16.297              ,11.339              ,14.432              ,16.203              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,21.875              ,8314.000            ,15216.000           ,N/A                 
80, 24-04-2024 23:41:08, 54.000              ,9.000               ,0.000               ,4.000               ,0.000               ,0.000               ,0.000               ,1583.211            ,16.008              ,960.000             ,5500.990            ,24.147              ,0.000               ,0.000               ,0.000               ,1.000               ,79.000              ,79.000              ,70.000              ,70.000              ,67.000              ,67.000              ,68.000              ,68.000              ,79.000              ,15.702              ,2.841               ,14.307              ,6.398               ,7.647               ,4.502               ,6.486               ,15.560              ,9.180               ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,16.562              ,8303.000            ,15204.000           ,N/A                 
80, 24-04-2024 23:41:09, 53.000              ,22.000              ,0.000               ,15.000              ,0.000               ,0.000               ,0.000               ,1583.211            ,16.008              ,375.000             ,810.000             ,16.930              ,0.000               ,0.000               ,0.000               ,1.000               ,77.000              ,77.000              ,70.000              ,70.000              ,69.000              ,69.000              ,68.000              ,68.000              ,78.000              ,13.127              ,7.805               ,35.052              ,3.350               ,13.922              ,6.387               ,9.414               ,6.817               ,11.984              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,20.367              ,8307.000            ,15204.000           ,N/A                 
80, 24-04-2024 23:41:10, 53.000              ,35.000              ,0.000               ,24.000              ,0.000               ,0.000               ,0.000               ,1585.336            ,16.008              ,390.000             ,810.000             ,14.971              ,0.000               ,0.000               ,0.000               ,1.000               ,78.000              ,78.000              ,74.000              ,74.000              ,70.000              ,70.000              ,71.000              ,71.000              ,77.000              ,15.160              ,5.783               ,20.376              ,5.926               ,10.607              ,2.918               ,8.735               ,8.603               ,9.764               ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,17.174              ,8310.000            ,15202.000           ,N/A                 
80, 24-04-2024 23:41:11, 52.000              ,30.000              ,0.000               ,24.000              ,0.000               ,0.000               ,0.000               ,1586.898            ,16.008              ,390.000             ,810.000             ,14.760              ,0.000               ,0.000               ,0.000               ,1.000               ,86.000              ,86.000              ,94.000              ,91.000              ,72.000              ,72.000              ,77.000              ,77.000              ,91.000              ,19.067              ,9.046               ,13.908              ,45.942              ,15.070              ,6.839               ,14.206              ,13.444              ,17.190              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,22.598              ,7006.000            ,15203.000           ,N/A                 
80, 24-04-2024 23:41:12, 52.000              ,42.000              ,0.000               ,28.000              ,0.000               ,0.000               ,0.000               ,1589.461            ,16.008              ,495.000             ,405.000             ,15.671              ,0.000               ,0.000               ,0.000               ,1.000               ,96.000              ,96.000              ,88.000              ,88.000              ,93.000              ,93.000              ,83.000              ,83.000              ,96.000              ,23.804              ,53.477              ,26.870              ,11.565              ,20.750              ,28.085              ,19.368              ,29.610              ,26.691              ,4093.451            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,4093.451            ,31.460              ,6106.000            ,15207.000           ,N/A                 
80, 24-04-2024 23:41:13, 53.000              ,29.000              ,0.000               ,9.000               ,0.000               ,0.000               ,0.000               ,1591.273            ,16.008              ,960.000             ,5500.990            ,24.907              ,0.000               ,0.000               ,0.000               ,1.000               ,90.000              ,90.000              ,87.000              ,87.000              ,92.000              ,92.000              ,86.000              ,86.000              ,92.000              ,43.117              ,24.657              ,48.382              ,20.812              ,35.276              ,52.051              ,45.157              ,40.784              ,38.779              ,3793.931            ,3793.931            ,3793.931            ,3793.931            ,3793.931            ,3793.931            ,3793.931            ,3793.931            ,3793.931            ,34.913              ,5843.000            ,15214.000           ,N/A                 
80, 24-04-2024 23:41:14, 53.000              ,18.000              ,0.000               ,5.000               ,0.000               ,0.000               ,1.000               ,1570.398            ,16.008              ,675.000             ,810.000             ,25.666              ,0.000               ,0.000               ,0.000               ,1.000               ,93.000              ,93.000              ,86.000              ,86.000              ,93.000              ,93.000              ,84.000              ,84.000              ,93.000              ,59.047              ,44.724              ,60.347              ,44.051              ,51.188              ,66.495              ,58.377              ,54.018              ,54.781              ,3594.250            ,3594.250            ,3594.250            ,3594.250            ,3594.250            ,3594.250            ,3594.250            ,3694.090            ,3694.090            ,33.474              ,5773.000            ,15325.000           ,N/A                 
80, 24-04-2024 23:41:15, 54.000              ,25.000              ,0.000               ,8.000               ,0.000               ,0.000               ,0.000               ,1441.633            ,16.008              ,960.000             ,5500.990            ,24.754              ,0.000               ,0.000               ,0.000               ,1.000               ,95.000              ,95.000              ,87.000              ,87.000              ,91.000              ,90.000              ,83.000              ,83.000              ,94.000              ,69.291              ,65.338              ,69.647              ,65.033              ,66.591              ,73.288              ,73.883              ,63.682              ,68.344              ,3793.931            ,3793.931            ,3793.931            ,3793.931            ,3793.931            ,3793.931            ,3793.931            ,3793.931            ,3793.931            ,33.982              ,5317.000            ,14728.000           ,N/A                 
80, 24-04-2024 23:41:16, 54.000              ,16.000              ,0.000               ,5.000               ,0.000               ,0.000               ,0.000               ,1204.559            ,16.012              ,645.000             ,810.000             ,24.264              ,0.000               ,0.000               ,0.000               ,1.000               ,88.000              ,88.000              ,87.000              ,87.000              ,95.000              ,95.000              ,80.000              ,80.000              ,95.000              ,66.223              ,53.720              ,63.340              ,46.771              ,58.600              ,64.370              ,62.363              ,56.031              ,58.927              ,3294.729            ,3294.729            ,3294.729            ,3294.729            ,3294.729            ,3294.729            ,3294.729            ,3294.729            ,3294.729            ,32.655              ,4603.000            ,12977.000           ,N/A                 
80, 24-04-2024 23:41:17, 53.000              ,26.000              ,0.000               ,22.000              ,0.000               ,0.000               ,0.000               ,1204.309            ,16.012              ,570.000             ,810.000             ,15.865              ,0.000               ,0.000               ,0.000               ,1.000               ,85.000              ,85.000              ,90.000              ,90.000              ,92.000              ,92.000              ,86.000              ,86.000              ,92.000              ,34.226              ,12.143              ,26.903              ,21.271              ,21.594              ,53.344              ,41.435              ,16.684              ,28.450              ,4193.292            ,4193.292            ,4293.132            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4293.132            ,32.269              ,4310.000            ,12974.000           ,N/A                 
80, 24-04-2024 23:41:18, 53.000              ,25.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,1204.934            ,16.012              ,480.000             ,810.000             ,15.683              ,0.000               ,0.000               ,0.000               ,1.000               ,86.000              ,86.000              ,79.000              ,79.000              ,89.000              ,89.000              ,83.000              ,83.000              ,89.000              ,33.268              ,11.450              ,20.151              ,6.296               ,24.700              ,41.136              ,43.263              ,21.257              ,25.190              ,3594.250            ,3594.250            ,3594.250            ,3594.250            ,3594.250            ,3594.250            ,3694.090            ,3694.090            ,3694.090            ,31.111              ,3590.000            ,12979.000           ,N/A                 
80, 24-04-2024 23:41:19, 53.000              ,39.000              ,0.000               ,27.000              ,0.000               ,0.000               ,0.000               ,1206.809            ,16.012              ,600.000             ,810.000             ,16.828              ,0.000               ,0.000               ,0.000               ,1.000               ,75.000              ,75.000              ,73.000              ,73.000              ,73.000              ,73.000              ,79.000              ,79.000              ,79.000              ,21.193              ,5.739               ,13.991              ,6.016               ,17.645              ,12.609              ,16.271              ,15.709              ,13.647              ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,20.874              ,3496.000            ,12980.000           ,N/A                 
80, 24-04-2024 23:41:20, 53.000              ,25.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,1206.809            ,16.012              ,600.000             ,810.000             ,15.812              ,0.000               ,0.000               ,0.000               ,1.000               ,64.000              ,64.000              ,70.000              ,70.000              ,74.000              ,74.000              ,63.000              ,63.000              ,74.000              ,4.391               ,1.952               ,9.136               ,3.058               ,3.117               ,4.281               ,4.379               ,3.937               ,4.281               ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,13.127              ,3502.000            ,12980.000           ,N/A                 
80, 24-04-2024 23:41:21, 53.000              ,33.000              ,0.000               ,26.000              ,0.000               ,0.000               ,0.000               ,1206.809            ,16.012              ,780.000             ,810.000             ,16.299              ,0.000               ,0.000               ,0.000               ,1.000               ,71.000              ,71.000              ,85.000              ,85.000              ,75.000              ,75.000              ,70.000              ,70.000              ,85.000              ,8.660               ,4.889               ,22.829              ,4.594               ,8.575               ,5.089               ,5.068               ,5.062               ,8.096               ,4193.292            ,4193.292            ,4193.292            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,16.987              ,3491.000            ,12979.000           ,N/A                 
80, 24-04-2024 23:41:22, 53.000              ,26.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,1206.996            ,16.012              ,780.000             ,810.000             ,15.716              ,0.000               ,0.000               ,0.000               ,1.000               ,64.000              ,64.000              ,65.000              ,65.000              ,63.000              ,63.000              ,72.000              ,72.000              ,72.000              ,9.308               ,8.120               ,22.569              ,5.666               ,12.730              ,5.681               ,7.959               ,9.647               ,10.210              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,15.772              ,3508.000            ,12978.000           ,N/A                 
80, 24-04-2024 23:41:23, 54.000              ,29.000              ,0.000               ,12.000              ,0.000               ,0.000               ,0.000               ,1207.934            ,16.012              ,1095.000            ,5500.990            ,24.912              ,0.000               ,0.000               ,0.000               ,1.000               ,90.000              ,90.000              ,87.000              ,87.000              ,83.000              ,83.000              ,76.000              ,76.000              ,90.000              ,12.790              ,14.044              ,23.322              ,5.984               ,11.531              ,8.453               ,12.058              ,15.190              ,12.922              ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,20.507              ,3529.000            ,12974.000           ,N/A                 
80, 24-04-2024 23:41:24, 54.000              ,8.000               ,0.000               ,4.000               ,0.000               ,0.000               ,0.000               ,1211.809            ,16.012              ,1095.000            ,5500.990            ,25.089              ,0.000               ,0.000               ,0.000               ,1.000               ,96.000              ,96.000              ,84.000              ,86.000              ,90.000              ,90.000              ,81.000              ,82.000              ,91.000              ,22.450              ,15.348              ,35.479              ,26.913              ,22.071              ,19.805              ,27.779              ,23.009              ,24.107              ,3993.611            ,3993.611            ,3893.771            ,3893.771            ,3893.771            ,3893.771            ,3793.931            ,3793.931            ,3993.611            ,28.028              ,3592.000            ,13004.000           ,N/A                 
80, 24-04-2024 23:41:25, 53.000              ,22.000              ,0.000               ,13.000              ,0.000               ,0.000               ,2.000               ,1211.809            ,16.012              ,420.000             ,810.000             ,17.466              ,0.000               ,0.000               ,0.000               ,1.000               ,65.000              ,65.000              ,66.000              ,66.000              ,64.000              ,64.000              ,73.000              ,73.000              ,73.000              ,19.310              ,8.284               ,24.351              ,10.553              ,13.856              ,8.906               ,10.566              ,12.001              ,13.478              ,4093.451            ,4093.451            ,4093.451            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,18.013              ,3565.000            ,12986.000           ,N/A                 
80, 24-04-2024 23:41:26, 53.000              ,33.000              ,0.000               ,26.000              ,0.000               ,0.000               ,1.000               ,1085.637            ,16.012              ,390.000             ,810.000             ,14.605              ,0.000               ,0.000               ,0.000               ,1.000               ,75.000              ,75.000              ,74.000              ,74.000              ,74.000              ,74.000              ,80.000              ,80.000              ,80.000              ,29.183              ,21.957              ,39.397              ,18.481              ,28.147              ,27.025              ,32.330              ,22.382              ,27.363              ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4193.292            ,4293.132            ,4293.132            ,30.066              ,3629.000            ,12536.000           ,N/A                 
80, 24-04-2024 23:41:27, 53.000              ,29.000              ,0.000               ,24.000              ,0.000               ,0.000               ,0.000               ,1083.887            ,16.012              ,375.000             ,810.000             ,15.244              ,0.000               ,0.000               ,0.000               ,1.000               ,74.000              ,74.000              ,72.000              ,72.000              ,74.000              ,74.000              ,74.000              ,74.000              ,74.000              ,12.731              ,4.300               ,12.325              ,5.196               ,7.697               ,5.276               ,6.754               ,23.845              ,9.765               ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,15.863              ,3647.000            ,12422.000           ,N/A                 
80, 24-04-2024 23:41:28, 53.000              ,42.000              ,0.000               ,31.000              ,0.000               ,0.000               ,0.000               ,1084.137            ,16.012              ,615.000             ,405.000             ,12.610              ,0.000               ,0.000               ,0.000               ,1.000               ,88.000              ,89.000              ,90.000              ,90.000              ,87.000              ,87.000              ,82.000              ,82.000              ,90.000              ,26.161              ,18.992              ,60.247              ,17.447              ,27.776              ,18.850              ,26.846              ,22.415              ,27.342              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,33.343              ,3694.000            ,12631.000           ,N/A                 
80, 24-04-2024 23:41:29, 54.000              ,12.000              ,0.000               ,5.000               ,0.000               ,0.000               ,0.000               ,1018.156            ,16.012              ,885.000             ,5500.990            ,23.619              ,0.000               ,0.000               ,0.000               ,1.000               ,89.000              ,89.000              ,81.000              ,81.000              ,79.000              ,79.000              ,81.000              ,81.000              ,89.000              ,47.049              ,32.762              ,64.179              ,33.295              ,38.438              ,37.372              ,43.784              ,35.888              ,41.596              ,3993.611            ,3993.611            ,3993.611            ,3993.611            ,3993.611            ,3993.611            ,3993.611            ,3993.611            ,3993.611            ,32.940              ,3789.000            ,12092.000           ,N/A                 
80, 24-04-2024 23:41:30, 53.000              ,11.000              ,0.000               ,4.000               ,0.000               ,0.000               ,0.000               ,1018.094            ,16.012              ,375.000             ,810.000             ,17.301              ,0.000               ,0.000               ,0.000               ,1.000               ,80.000              ,80.000              ,77.000              ,77.000              ,85.000              ,85.000              ,80.000              ,80.000              ,85.000              ,10.595              ,6.852               ,25.786              ,3.249               ,21.459              ,7.344               ,8.176               ,7.862               ,11.415              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,19.052              ,3811.000            ,12092.000           ,N/A                 
80, 24-04-2024 23:41:31, 53.000              ,28.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,1018.094            ,16.012              ,375.000             ,810.000             ,16.096              ,0.000               ,0.000               ,0.000               ,1.000               ,77.000              ,77.000              ,73.000              ,73.000              ,96.000              ,96.000              ,77.000              ,77.000              ,96.000              ,21.152              ,12.718              ,33.620              ,8.507               ,51.586              ,21.773              ,27.703              ,24.079              ,25.142              ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,3694.090            ,28.785              ,3808.000            ,12079.000           ,N/A                 
80, 24-04-2024 23:41:32, 53.000              ,31.000              ,0.000               ,25.000              ,0.000               ,0.000               ,0.000               ,1018.969            ,16.012              ,375.000             ,810.000             ,16.356              ,0.000               ,0.000               ,0.000               ,1.000               ,96.000              ,96.000              ,95.000              ,95.000              ,90.000              ,90.000              ,89.000              ,89.000              ,96.000              ,28.436              ,37.401              ,46.969              ,31.012              ,32.777              ,33.064              ,22.311              ,47.738              ,34.964              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,3694.090            ,4193.292            ,35.807              ,3823.000            ,12083.000           ,N/A                 
80, 24-04-2024 23:41:33, 53.000              ,29.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,1018.594            ,16.012              ,375.000             ,810.000             ,14.725              ,0.000               ,0.000               ,0.000               ,1.000               ,95.000              ,95.000              ,85.000              ,85.000              ,90.000              ,90.000              ,82.000              ,82.000              ,95.000              ,45.335              ,12.133              ,29.386              ,19.854              ,23.135              ,16.302              ,48.607              ,32.721              ,28.434              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,32.111              ,3678.000            ,11698.000           ,N/A                 
80, 24-04-2024 23:41:34, 53.000              ,37.000              ,0.000               ,19.000              ,0.000               ,0.000               ,0.000               ,1018.469            ,16.012              ,960.000             ,5500.990            ,23.813              ,0.000               ,0.000               ,0.000               ,1.000               ,74.000              ,74.000              ,82.000              ,82.000              ,71.000              ,71.000              ,76.000              ,76.000              ,76.000              ,13.752              ,11.584              ,19.006              ,22.819              ,13.902              ,7.874               ,14.254              ,14.991              ,14.773              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4293.132            ,4293.132            ,4293.132            ,21.620              ,3701.000            ,11699.000           ,N/A                 
80, 24-04-2024 23:41:35, 54.000              ,8.000               ,0.000               ,4.000               ,0.000               ,0.000               ,0.000               ,1017.844            ,16.012              ,960.000             ,5500.990            ,24.338              ,0.000               ,0.000               ,0.000               ,1.000               ,79.000              ,79.000              ,71.000              ,71.000              ,69.000              ,69.000              ,69.000              ,69.000              ,81.000              ,15.695              ,3.585               ,19.328              ,5.846               ,10.035              ,7.208               ,6.315               ,14.859              ,10.359              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,16.951              ,3689.000            ,11700.000           ,N/A                 
80, 24-04-2024 23:41:36, 53.000              ,13.000              ,0.000               ,6.000               ,0.000               ,0.000               ,0.000               ,1017.844            ,16.012              ,375.000             ,810.000             ,17.606              ,0.000               ,0.000               ,0.000               ,1.000               ,72.000              ,72.000              ,82.000              ,82.000              ,69.000              ,69.000              ,76.000              ,76.000              ,82.000              ,11.113              ,3.323               ,20.389              ,4.515               ,6.582               ,5.537               ,6.121               ,9.575               ,8.394               ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,14.162              ,3678.000            ,11701.000           ,N/A                 
80, 24-04-2024 23:41:37, 53.000              ,28.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,1017.844            ,16.012              ,375.000             ,810.000             ,15.683              ,0.000               ,0.000               ,0.000               ,1.000               ,65.000              ,65.000              ,66.000              ,66.000              ,64.000              ,64.000              ,71.000              ,72.000              ,72.000              ,8.438               ,4.536               ,51.260              ,3.416               ,12.791              ,4.470               ,6.439               ,6.421               ,12.221              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,19.486              ,3670.000            ,11699.000           ,N/A                 
80, 24-04-2024 23:41:38, 53.000              ,30.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,1017.844            ,16.012              ,375.000             ,810.000             ,16.314              ,0.000               ,0.000               ,0.000               ,1.000               ,71.000              ,71.000              ,76.000              ,76.000              ,67.000              ,67.000              ,75.000              ,75.000              ,76.000              ,6.242               ,2.681               ,28.869              ,2.823               ,10.483              ,3.238               ,3.766               ,5.521               ,7.953               ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,16.871              ,3671.000            ,11700.000           ,N/A                 
80, 24-04-2024 23:41:39, 53.000              ,30.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,1017.844            ,16.012              ,630.000             ,810.000             ,15.943              ,0.000               ,0.000               ,0.000               ,1.000               ,75.000              ,75.000              ,72.000              ,72.000              ,89.000              ,89.000              ,80.000              ,80.000              ,89.000              ,8.565               ,9.867               ,33.804              ,5.589               ,17.256              ,3.803               ,9.758               ,7.457               ,12.012              ,4193.292            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4293.132            ,4193.292            ,4193.292            ,4293.132            ,22.174              ,3677.000            ,11708.000           ,N/A                 
80, 24-04-2024 23:41:40, 53.000              ,38.000              ,0.000               ,27.000              ,0.000               ,0.000               ,0.000               ,1017.938            ,16.012              ,630.000             ,810.000             ,15.185              ,0.000               ,0.000               ,0.000               ,1.000               ,78.000              ,78.000              ,90.000              ,90.000              ,74.000              ,74.000              ,77.000              ,79.000              ,91.000              ,11.313              ,10.895              ,13.295              ,18.526              ,16.219              ,16.918              ,25.477              ,34.775              ,18.427              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4293.132            ,4293.132            ,24.893              ,3713.000            ,11707.000           ,N/A                 
80, 24-04-2024 23:41:41, 53.000              ,25.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,1017.938            ,16.012              ,645.000             ,810.000             ,14.722              ,0.000               ,0.000               ,0.000               ,1.000               ,76.000              ,76.000              ,74.000              ,74.000              ,81.000              ,81.000              ,87.000              ,87.000              ,87.000              ,14.793              ,3.796               ,10.989              ,3.968               ,15.279              ,6.157               ,18.420              ,57.364              ,16.346              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,25.273              ,3755.000            ,11735.000           ,N/A                 
80, 24-04-2024 23:41:42, 53.000              ,31.000              ,0.000               ,26.000              ,0.000               ,0.000               ,0.000               ,1017.938            ,16.012              ,645.000             ,810.000             ,14.698              ,0.000               ,0.000               ,0.000               ,1.000               ,93.000              ,93.000              ,79.000              ,79.000              ,80.000              ,80.000              ,87.000              ,87.000              ,93.000              ,10.827              ,29.870              ,16.656              ,31.021              ,17.889              ,10.185              ,23.098              ,26.821              ,20.796              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,26.865              ,3748.000            ,11715.000           ,N/A                 
80, 24-04-2024 23:41:43, 53.000              ,24.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,1026.070            ,16.012              ,960.000             ,5500.990            ,23.679              ,0.000               ,0.000               ,0.000               ,1.000               ,83.000              ,83.000              ,84.000              ,85.000              ,74.000              ,74.000              ,73.000              ,73.000              ,85.000              ,21.529              ,23.828              ,29.192              ,20.836              ,17.894              ,24.592              ,28.285              ,53.867              ,27.503              ,3993.611            ,3993.611            ,3993.611            ,3993.611            ,4093.451            ,4093.451            ,4093.451            ,4093.451            ,4093.451            ,28.963              ,3774.000            ,11766.000           ,N/A                 
80, 24-04-2024 23:41:44, 53.000              ,18.000              ,0.000               ,9.000               ,0.000               ,0.000               ,0.000               ,1026.070            ,16.012              ,960.000             ,5500.990            ,23.682              ,0.000               ,0.000               ,0.000               ,1.000               ,71.000              ,71.000              ,80.000              ,80.000              ,68.000              ,68.000              ,88.000              ,88.000              ,88.000              ,21.442              ,10.036              ,31.741              ,15.244              ,10.579              ,6.035               ,12.147              ,34.177              ,17.675              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,23.676              ,3796.000            ,11820.000           ,N/A                 
80, 24-04-2024 23:41:45, 54.000              ,7.000               ,0.000               ,3.000               ,0.000               ,0.000               ,0.000               ,1026.070            ,16.012              ,960.000             ,5500.990            ,23.793              ,0.000               ,0.000               ,0.000               ,1.000               ,80.000              ,80.000              ,72.000              ,72.000              ,79.000              ,79.000              ,74.000              ,74.000              ,80.000              ,7.613               ,2.711               ,7.057               ,3.706               ,6.330               ,7.768               ,2.479               ,66.123              ,12.973              ,4193.250            ,4193.250            ,4193.250            ,4193.250            ,4293.089            ,4293.089            ,4293.089            ,4293.089            ,4293.089            ,19.850              ,3835.000            ,11848.000           ,N/A                 
80, 24-04-2024 23:41:46, 53.000              ,7.000               ,0.000               ,3.000               ,0.000               ,0.000               ,0.000               ,1026.070            ,16.012              ,375.000             ,810.000             ,17.261              ,0.000               ,0.000               ,0.000               ,1.000               ,73.000              ,73.000              ,73.000              ,73.000              ,95.000              ,95.000              ,71.000              ,71.000              ,95.000              ,8.076               ,13.461              ,24.693              ,24.309              ,8.128               ,16.179              ,13.986              ,24.301              ,16.642              ,4193.250            ,4193.250            ,4193.250            ,4193.250            ,4193.250            ,4193.250            ,4193.250            ,4293.089            ,4293.089            ,23.536              ,3829.000            ,11837.000           ,N/A                 
80, 24-04-2024 23:41:47, 52.000              ,18.000              ,0.000               ,11.000              ,0.000               ,0.000               ,0.000               ,1026.070            ,16.012              ,375.000             ,810.000             ,14.238              ,0.000               ,0.000               ,0.000               ,1.000               ,75.000              ,75.000              ,82.000              ,82.000              ,73.000              ,73.000              ,84.000              ,84.000              ,84.000              ,10.405              ,8.010               ,19.147              ,22.824              ,11.874              ,7.985               ,11.985              ,38.104              ,16.292              ,4193.333            ,4193.333            ,4193.333            ,4193.333            ,4193.333            ,4293.175            ,4293.175            ,4293.175            ,4293.175            ,23.084              ,3836.000            ,11845.000           ,N/A                 
80, 24-04-2024 23:41:48, 53.000              ,26.000              ,0.000               ,23.000              ,0.000               ,0.000               ,0.000               ,1026.070            ,16.012              ,1020.000            ,5500.990            ,12.430              ,0.000               ,0.000               ,0.000               ,1.000               ,81.000              ,81.000              ,84.000              ,84.000              ,84.000              ,84.000              ,78.000              ,78.000              ,84.000              ,8.621               ,4.882               ,33.376              ,15.278              ,10.993              ,7.038               ,18.178              ,21.641              ,15.001              ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,4193.292            ,25.214              ,3862.000            ,11910.000           ,N/A                 
